Component,Origin,License,Copyright
movies.json.gz,https://www.kaggle.com/rounakbanik/the-movies-dataset,CC0 1.0,
mongo-seed/dump.tar.bz2,https://www.kaggle.com/rounakbanik/the-movies-dataset,CC0 1.0,
